JCR_Position,Name,JCR Year,Abbr Name,Publisher,ISSN,EISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF,JIF5Years,JIF_NoSelfCite,JCI,Area,Rank,Normalized Journal,Journal_Abbreviation,SJR_Score,SJR_Quartile,H_Index,SJR_Categories,SJR_Areas
20371.0,Aportes-Revista de Historia Contemporanea,2024.0,APORTES,SCHEDAS S L & FUNDACION IGNACIO LARRAMENDI,0213-5868,2386-4850,46.0,20.0,20.0,,20.0,0.1,0.1,0.1,0.09,Q3,363/538,aportes revista de historia contemporanea,Aportes,,,,,
20371.0,Archivum,2024.0,ARCHIVUM,UNIV OVIEDO,0570-7218,2341-1120,29.0,25.0,25.0,,21.2,0.1,0.1,0.1,0.09,,,archivum,Archivum,0.108,Q3,2.0,Literature and Literary Theory (Q3); Linguistics and Language (Q4),Arts and Humanities; Social Sciences
20371.0,B-ENT,2024.0,B-ENT,AVES,,2684-4907,366.0,36.0,45.0,12.0,9.3,0.1,0.2,0.1,0.09,Q4,64/67,b ent,B-Ent,0.16,Q4,36.0,Medicine (miscellaneous) (Q4); Otorhinolaryngology (Q4),Medicine
20371.0,Caracol,2024.0,CARACOL,"UNIV SAO PAULO, FAC FILOSOFIA",2178-1702,2317-9651,28.0,24.0,24.0,,17.3,0.1,0.1,0.1,0.09,,,caracol,Caracol,0.16,Q2,2.0,Linguistics and Language (Q2); Communication (Q3),Social Sciences
20371.0,Claridades-Revista de Filosofia,2024.0,CLARIDADES-REV FILOS,ASOC PROMOCION FILOSOFIA & CULTURA MALAGA-FICUM,1889-6855,1989-3787,23.0,21.0,21.0,,13.3,0.1,0.1,0.1,0.09,,,claridades revista de filosofia,Claridades-Rev. Filos.,,,,,
20371.0,Health and History,2024.0,HEALTH HIST,AUSTRALIAN & NEW ZEALAND SOC HISTORY MEDICINE,1442-1771,1839-3314,96.0,2.0,2.0,,64.5,0.1,0.2,0.1,0.09,Q4,100/112,health and history,Health Hist.,,,,,
20371.0,Ideas y Valores,2024.0,IDEAS VALORES,"UNIV NAC COLOMBIA, FAC CIENCIAS HUMANAS",0120-0062,2011-3668,97.0,36.0,36.0,,21.2,0.1,0.1,0.1,0.09,,,ideas y valores,Ideas Valores,0.105,Q4,7.0,Philosophy (Q4),Arts and Humanities
20371.0,International Journal of Agricultural and Statistical Sciences,2024.0,INT J AGRIC STAT SCI,DR RAM KISHAN,0973-1903,0976-3392,311.0,62.0,62.0,4.6,11.3,0.1,0.2,0.1,0.09,Q4,90/94,international journal of agricultural and statistical sciences,Int. J. Agric. Stat. Sci.,,,,,
20371.0,International Journal of Cyber Warfare and Terrorism,2024.0,INT J CYBER WARF TER,IGI GLOBAL,1947-3435,1947-3443,51.0,4.0,4.0,,8.0,0.1,0.3,0.1,0.09,Q4,297/322,international journal of cyber warfare and terrorism,Int. J. Cyber Warf. Ter.,0.169,Q4,7.0,"Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Information Systems and Management (Q4); Safety Research (Q4); Safety, Risk, Reliability and Quality (Q4); Software (Q4)",Computer Science; Decision Sciences; Engineering; Social Sciences
20371.0,International Journal of the Platonic Tradition,2024.0,INT J PLATONIC TRADI,BRILL,1872-5082,1872-5473,22.0,11.0,11.0,,26.6,0.1,0.1,0.1,0.09,,,international journal of the platonic tradition,Int. J. Platonic Tradi.,,,,,
20371.0,Internationale Katholische Zeitschrift Communio,2024.0,INT KATHOL Z COMMUNI,VERLAG HERDER GMBH,1439-6165,1439-6165,17.0,39.0,39.0,,25.5,0.1,,0.1,0.09,,,internationale katholische zeitschrift communio,Int. Kathol. Z. Communi.,,,,,
20371.0,Journal of Slavic Linguistics,2024.0,J SLAV LINGUIST,SLAVICA PUBLISHERS,1068-2090,1543-0391,125.0,0.0,0.0,16.7,,0.1,0.2,0.1,0.09,,,journal of slavic linguistics,J. Slav. Linguist.,0.102,Q4,4.0,Linguistics and Language (Q4),Social Sciences
20371.0,Korean Language in America,2024.0,KOREAN LANG AM,PENN STATE UNIV PRESS,2332-0346,2374-670X,31.0,0.0,0.0,,,0.1,0.2,0.1,0.09,,,korean language in america,Korean Lang. Am.,0.154,Q3,4.0,Linguistics and Language (Q3); Education (Q4),Social Sciences
20371.0,Krytyka Prawa-Niezalezne Studia nad Prawem,2024.0,KRYT PRAWA,KOZMINSKI UNIV,2080-1084,2450-7938,37.0,72.0,75.0,,11.0,0.1,,0.1,0.09,Q4,363/434,krytyka prawa niezalezne studia nad prawem,Kryt. Prawa,,,,,
20371.0,Meandros Medical and Dental Journal,2024.0,MEAND MED DENT J,GALENOS PUBL HOUSE,2149-9063,2149-9063,102.0,48.0,48.0,4.9,10.1,0.1,0.2,0.1,0.09,Q4,305/332,meandros medical and dental journal,Meand. Med. Dent. J.,,,,,
20371.0,Minerva Respiratory Medicine,2024.0,MINERVA RESPIR MED,EDIZIONI MINERVA MEDICA,2784-8477,2724-6493,14.0,17.0,27.0,,5.2,0.1,0.2,0.1,0.09,Q4,106/108,minerva respiratory medicine,Minerva Respir. Med.,0.12,Q4,9.0,Pulmonary and Respiratory Medicine (Q4),Medicine
20371.0,Opus,2024.0,OPUS,ASSOC NAC PESQUISA & POS-GRADUACAO & MUSICA,1517-7017,1517-7017,69.0,24.0,25.0,,16.9,0.1,0.1,0.1,0.09,,,opus,Opus,0.167,Q2,4.0,Music (Q2),Arts and Humanities
20371.0,Religious Inquiries,2024.0,RELIG INQ,UNIV RELIGIONS & DENOMINATIONS,2322-4894,2538-6271,8.0,14.0,15.0,,28.6,0.1,0.1,,0.09,,,religious inquiries,Relig. Inq.,0.108,Q3,2.0,Religious Studies (Q3); Philosophy (Q4),Arts and Humanities
20371.0,Revista de Filosofia Aurora,2024.0,REV FILOS AURORA,PONTIFICIA UNIV CATOLICA PARANA,2965-1557,2965-1565,56.0,49.0,49.0,,19.4,0.1,0.2,0.1,0.09,,,revista de filosofia aurora,Rev. Filos. Aurora,0.138,Q3,4.0,Philosophy (Q3),Arts and Humanities
20371.0,Revista Latinoamericana de Poblacion,2024.0,REV LATINOAM POBLAC,ASOC LATINOAMERICANA POBLACION,,2393-6401,88.0,12.0,12.0,,9.4,0.1,0.4,0.1,0.09,Q4,49/50,revista latinoamericana de poblacion,Rev. Latinoam. Poblac.,,,,,
20371.0,Revue d Histoire des Mathematiques,2024.0,REV HIST MATH,SOC MATHEMATIQUE FRANCE,1262-022X,1262-022X,14.0,3.0,3.0,,76.5,0.1,,0.1,0.09,Q4,100/112,revue d histoire des mathematiques,Rev. Hist. Math.,,,,,
20371.0,REVUE DE METAPHYSIQUE ET DE MORALE,2024.0,REV METAPHYS MORALE,PRESSES UNIV FRANCE,0035-1571,2102-5177,243.0,25.0,25.0,37.1,16.9,0.1,0.1,0.1,0.09,,,revue de metaphysique et de morale,Rev. Metaphys. Morale,0.124,Q3,7.0,Philosophy (Q3),Arts and Humanities
20371.0,REVUE FRANCAISE D ETUDES AMERICAINES,2024.0,REV FR ETUD AMER,ASSOC FRANCAISE ETUDES AMER,0397-7870,1776-3061,61.0,26.0,26.0,,18.6,0.1,0.1,0.1,0.09,,,revue francaise d etudes americaines,Rev. Fr. Etud. Amer.,,,,,
20371.0,Ricerche di Psicologia,2024.0,RIC PSICOL,FRANCO ANGELI,0391-6081,1972-5620,99.0,11.0,11.0,,9.8,0.1,0.2,0.1,0.09,Q4,93/93,ricerche di psicologia,Ric. Psicol.,0.139,Q4,12.0,Psychology (miscellaneous) (Q4),Psychology
20371.0,Roczniki Humanistyczne,2024.0,ROCZ HUMANIST,JOHN PAUL II CATHOLIC UNIV LUBLIN,0035-7707,2544-5200,123.0,200.0,200.0,6.9,18.3,0.1,0.1,0.1,0.09,,,roczniki humanistyczne,Rocz. Humanist.,0.187,Q1,3.0,Literature and Literary Theory (Q1); Visual Arts and Performing Arts (Q1); History (Q2); Linguistics and Language (Q2),Arts and Humanities; Social Sciences
20371.0,Slovenska Archeologia,2024.0,SLOV ARCHEOL,"SLOVAK ACAD SCIENCES, INST ARCHAEOLOGY",1335-0102,2585-9145,144.0,11.0,11.0,31.3,21.8,0.1,0.2,0.1,0.09,,,slovenska archeologia,Slov. Archeol.,0.197,Q2,5.0,Archeology (Q2); Archeology (arts and humanities) (Q2),Arts and Humanities; Social Sciences
20371.0,Social Evolution & History,2024.0,SOC EVOL HIST,UCHITEL PUBLISHING HOUSE,1681-4363,1681-4363,79.0,14.0,15.0,,17.3,0.1,0.2,0.1,0.09,Q4,66/68,social evolution and history,Soc. Evol. Hist.,0.189,Q2,14.0,History (Q2); Anthropology (Q3); Sociology and Political Science (Q3),Arts and Humanities; Social Sciences
20371.0,Social Welfare Interdisciplinary Approach,2024.0,SOC WELF INTERDISCIP,VILNIUS UNIV PRESS,2029-7424,2424-3876,22.0,11.0,11.0,,9.2,0.1,0.1,0.1,0.09,Q4,92/94,social welfare interdisciplinary approach,Soc. Welf. Interdiscip.,,,,,
20371.0,South Central Review,2024.0,S CENT REV,JOHNS HOPKINS UNIV PRESS,0743-6831,1549-3377,109.0,19.0,20.0,15.1,20.9,0.1,0.1,0.1,0.09,,,south central review,S. Cent. Rev.,0.103,Q3,7.0,Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4); Philosophy (Q4),Arts and Humanities; Social Sciences
20371.0,Tempo e Argumento,2024.0,TEMPO ARGUM,UNIV ESTADO SANTA CATARINA-UDESC,2175-1803,2175-1803,99.0,31.0,31.0,,12.0,0.1,0.1,0.1,0.09,Q3,363/538,tempo e argumento,Tempo Argum.,0.201,Q1,9.0,History (Q1),Arts and Humanities
20371.0,URVIO-Revista Latinoamericana de Estudios de Seguridad,2024.0,URVIO-REV LATINOAM E,FLACSO-ECUADOR,1390-3691,1390-4299,68.0,21.0,21.0,,7.7,0.1,0.3,0.1,0.09,Q4,297/322,urvio revista latinoamericana de estudios de seguridad,Urvio-Rev. Latinoam. E.,,,,,
20371.0,Yuksekogretim Dergisi,2024.0,YUKSEKOGRETIM DERG,TUBA-TURKISH ACAD SCIENCES,2146-796X,2146-7978,85.0,37.0,37.0,,8.4,0.1,0.3,0.1,0.09,Q4,700/756,yuksekogretim dergisi,Yuksekogretim Derg.,,,,,
20371.0,ZEITSCHRIFT FUR AGYPTISCHE SPRACHE UND ALTERTUMSKUNDE,2024.0,Z AGYPT SPRACHE ALT,WALTER DE GRUYTER GMBH,0044-216X,2196-713X,160.0,22.0,22.0,22.0,28.0,0.1,0.2,0.1,0.09,,,zeitschrift fur agyptische sprache und altertumskunde,Z. Agypt. Sprache Alt.,0.114,Q2,11.0,Literature and Literary Theory (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3); Linguistics and Language (Q4),Arts and Humanities; Social Sciences
20371.0,3C Tic,2024.0,3C TIC,AREA INNOVACION & DESARROLLO,2254-6529,2254-6529,34.0,9.0,9.0,,4.2,0.1,0.1,0.1,0.08,Q4,147/147,3c tic,C Tic,,,,,
20371.0,Afterall,2024.0,AFTERALL,UNIV CHICAGO PRESS,1465-4253,2156-4914,113.0,8.0,8.0,7.8,,0.1,0.1,0.1,0.08,,,afterall,Afterall,0.101,Q4,7.0,Visual Arts and Performing Arts (Q4),Arts and Humanities
20371.0,Anales de Geografia de la Universidad Complutense,2024.0,AN GEOGR UNIV COMPLU,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",0211-9803,1988-2378,121.0,25.0,26.0,11.2,11.1,0.1,0.3,0.1,0.08,Q4,157/173,anales de geografia de la universidad complutense,an Geogr. Univ. Complu.,0.206,Q3,12.0,"Geography, Planning and Development (Q3); Urban Studies (Q3)",Social Sciences
20371.0,ANTHROPOS,2024.0,ANTHROPOS,NOMOS VERLAGSGESELLSCHAFT MBH & CO KG,0257-9774,,474.0,16.0,16.0,28.9,24.0,0.1,0.2,0.1,0.08,Q4,131/141,anthropos,Anthropos,0.128,Q3,15.0,Anthropology (Q3); Arts and Humanities (miscellaneous) (Q3),Arts and Humanities; Social Sciences
20371.0,ARTHROSKOPIE,2024.0,ARTHROSKOPIE,SPRINGER,0933-7946,1434-3924,89.0,13.0,57.0,,8.2,0.1,0.1,,0.08,Q4,305/312,arthroskopie,Arthroskopie,0.125,Q4,9.0,Orthopedics and Sports Medicine (Q4),Medicine
20371.0,Bollettino Filosofico,2024.0,BOLL FILOS,CAB-CENTER LIBRARIES FEDERICO II UNIV NAPLES,1593-7178,2035-2670,4.0,20.0,20.0,,27.5,0.1,,0.1,0.08,,,bollettino filosofico,Boll. Filos.,0.101,Q4,2.0,Philosophy (Q4),Arts and Humanities
20371.0,De Computis-Revista Espanola de Historia de la Contabilidad,2024.0,COMPUTIS,ASOC ESPANOLA CONTABILIDAD ADMIN EMPRESAS,1886-1881,1886-1881,50.0,6.0,6.0,,23.0,0.1,0.3,0.1,0.08,Q4,233/241,de computis revista espanola de historia de la contabilidad,Computis,,,,,
20371.0,Egyptian Journal of Dermatology and Venereology,2024.0,EGYPT J DERMAT VENER,WOLTERS KLUWER MEDKNOW PUBLICATIONS,1110-6530,2314-7407,43.0,18.0,34.0,,8.2,0.1,0.2,0.1,0.08,Q4,94/96,egyptian journal of dermatology and venereology,Egypt. J. Dermat. Vener.,,,,,
20371.0,Etudes Ricoeuriennes-Ricoeur Studies,2024.0,ETUDES RICOEURIENNE,"UNIV PITTSBURGH, UNIV LIBRARY SYSTEM",2156-7808,2156-7808,50.0,23.0,23.0,,27.4,0.1,0.2,0.1,0.08,Q4,244/271,etudes ricoeuriennes ricoeur studies,Etudes Ricoeurienne.,,,,,
20371.0,Gazi Akademik Bakis-Gazi Academic View,2024.0,GAZI AKAD BAKIS,HALE SIVGIN,1307-9778,1309-5137,39.0,44.0,44.0,,19.0,0.1,0.1,,0.08,,,gazi akademik bakis gazi academic view,Gazi Akad. Bakis,,,,,
20371.0,Geam-Geoingegneria Ambientale e Mineraria-Geam-Geoengineering Environment and Mining,2024.0,GEAM-GEOING AMBIENT,PATRON EDITORE S R L,1121-9041,1121-9041,54.0,0.0,0.0,,,0.1,0.4,0.1,0.08,Q4,65/65,geam geoingegneria ambientale e mineraria geam geoengineering environment and mining,Geam-Geoing. Ambient.,,,,,
20371.0,GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,2024.0,GIORN CRIT FILOS IT,CASA EDITRICE G C SANSONI SPA,0017-0089,,55.0,12.0,12.0,,28.7,0.1,0.1,0.1,0.08,,,giornale critico della filosofia italiana,Giorn. Crit. Filos. It.,0.1,Q4,5.0,Philosophy (Q4),Arts and Humanities
20371.0,Gomal Journal of Medical Sciences,2024.0,GOMAL J MED SCI,GOMAL MEDICAL COLL,1819-7973,1997-2067,102.0,66.0,73.0,10.3,6.1,0.1,0.2,0.1,0.08,Q4,305/332,gomal journal of medical sciences,Gomal J. Med. Sci.,0.113,Q4,7.0,Medicine (miscellaneous) (Q4); Microbiology (Q4); Pharmacy (Q4),Health Professions; Immunology and Microbiology; Medicine
20371.0,ICGA JOURNAL,2024.0,ICGA J,IOS PRESS,1389-6911,2468-2438,89.0,8.0,8.0,,6.2,0.1,0.3,,0.08,Q4,128/128,icga journal,Icga J.,,,,,
20371.0,International Journal of Chinese Linguistics,2024.0,INT J CHIN LINGUIST,JOHN BENJAMINS PUBLISHING CO,2213-8706,2213-8714,33.0,10.0,10.0,,13.7,0.1,0.2,0.1,0.08,,,international journal of chinese linguistics,Int. J. Chin. Linguist.,0.166,Q2,3.0,Linguistics and Language (Q2),Social Sciences
20371.0,International Journal of Educational Sciences,2024.0,INT J EDUC SCI,KAMLA-RAJ ENTERPRISES,0975-1122,0975-1122,188.0,35.0,36.0,9.0,5.4,0.1,0.2,0.1,0.08,Q4,700/756,international journal of educational sciences,Int. J. Educ. Sci.,,,,,
20371.0,Journal for Early Modern Cultural Studies,2024.0,J EARLY MOD CULT STU,UNIV PENNSYLVANIA PRESS,1531-0485,1553-3786,171.0,0.0,0.0,8.2,,0.1,0.5,0.1,0.08,Q4,59/64,journal for early modern cultural studies,J. Early Mod. Cult. Stu.,,,,,
20371.0,Journal of Cognitive Science,2024.0,J COGN SCI,"SEOUL NATL UNIV, INST COGNITIVE SCIENCE",1598-2327,1598-2327,147.0,14.0,14.0,13.8,14.2,0.1,0.2,0.1,0.08,Q4,288/303,journal of cognitive science,J. Cogn. Sci.,0.118,Q3,6.0,Linguistics and Language (Q3); Artificial Intelligence (Q4); Cognitive Neuroscience (Q4); Experimental and Cognitive Psychology (Q4),Computer Science; Neuroscience; Psychology; Social Sciences
20371.0,JP Journal of Biostatistics,2024.0,JP J BIOSTAT,PUSHPA PUBLISHING HOUSE,0973-5143,0973-5143,19.0,30.0,30.0,,6.9,0.1,0.1,0.1,0.08,Q4,166/167,jp journal of biostatistics,Jp J. Biostat.,,,,,
20371.0,MEDICINE AND LAW,2024.0,MED LAW,WILLIAM S HEIN & CO,0723-1393,2471-836X,184.0,21.0,21.0,16.6,13.2,0.1,0.2,0.1,0.08,Q4,363/434,medicine and law,Med. Law,0.112,Q4,22.0,Health Policy (Q4); Law (Q4),Medicine; Social Sciences
20371.0,Navigator-Subsidios para a Historia Maritima do Brasil,2024.0,NAVIGATOR,"MINISTERIO MARINHA, SERV DOCUMENTACAO GERAL MARINHA",0100-1248,0100-1248,12.0,8.0,8.0,,22.5,0.1,,,0.08,Q3,363/538,navigator subsidios para a historia maritima do brasil,Navigator,,,,,
20371.0,Quintana-Revista do Departamento de Historia da Arte,2024.0,QUINTANA,UNIV SANTIAGO COMPOSTELA,1579-7414,2340-0005,24.0,20.0,20.0,,17.7,0.1,0.1,0.1,0.08,,,quintana revista do departamento de historia da arte,Quintana,,,,,
20371.0,Quiroga-Revista de Patrimonio Iberoamericano,2024.0,QUIROGA,UNIV GRANADA,2254-7037,2254-7037,9.0,24.0,24.0,,23.4,0.1,0.1,0.1,0.08,,,quiroga revista de patrimonio iberoamericano,Quiroga,,,,,
20371.0,Radovi-Zavoda za Hrvatsku Povijest,2024.0,RADOVI-ZAVODA HRVATS,"INST CROATIAN HISTORY, FAC HUMANITIES & SOCIAL SCIENCES",0353-295X,0353-295X,60.0,0.0,0.0,,,0.1,0.2,0.1,0.08,Q3,363/538,radovi zavoda za hrvatsku povijest,Radovi-Zavoda Hrvats.,0.114,Q3,3.0,History (Q3),Arts and Humanities
20371.0,Revista Brasileira de Educacao do Campo-Brazilian Journal of Rural Education,2024.0,REV BRAS EDUC CAMPO,Univ Federal Norte Tocantins-UFNT,2525-4863,2525-4863,98.0,105.0,107.0,,10.5,0.1,0.1,0.1,0.08,Q4,700/756,revista brasileira de educacao do campo brazilian journal of rural education,Rev. Bras. Educ. Campo,,,,,
20371.0,Revista de Salud Ambiental,2024.0,REV SALUD AMBIENT,SOC ESPANOLA SANIDAD AMBIENTAL,1577-9572,1697-2791,69.0,24.0,24.0,,6.3,0.1,0.3,0.1,0.08,Q4,415/419,revista de salud ambiental,Rev. Salud Ambient.,,,,,
20371.0,Revista Ibero-Americana de Estudos em Educacao,2024.0,REV IBERO-AM ESTUD E,"UNIV ESTADUAL PAULISTA-UNESP, FAC CIENCIAS LETRAS ASSIS",2446-8606,1982-5587,145.0,115.0,121.0,4.8,9.3,0.1,0.1,0.1,0.08,Q4,700/756,revista ibero americana de estudos em educacao,Rev. Ibero-Am. Estud. E.,,,,,
20371.0,RIVISTA DI FILOSOFIA NEO-SCOLASTICA,2024.0,RIV FILOS NEO-SCOLAS,VITA PENSIERO,0035-6247,0035-6247,116.0,13.0,13.0,27.5,33.6,0.1,0.1,0.1,0.08,,,rivista di filosofia neo scolastica,Riv. Filos. Neo-Scolas.,0.101,Q4,5.0,Philosophy (Q4),Arts and Humanities
20371.0,Russian Journal of Criminology,2024.0,RUSS J CRIMINOL,BAIKAL STATE UNIV,2500-4255,2500-1442,98.0,65.0,66.0,,8.3,0.1,0.1,0.1,0.08,Q4,108/111,russian journal of criminology,Russ. J. Criminol.,,,,,
20371.0,Sociohistorica-Cuadernos del CISH,2024.0,SOCIOHISTORICA-CUAD,"UNIV NAC LA PLATA, FAC HUMANIDADES & CIENCIAS EDUC",1514-0113,1852-1606,15.0,36.0,36.0,,13.7,0.1,0.1,0.1,0.08,Q3,363/538,sociohistorica cuadernos del cish,Sociohistorica-Cuad.,,,,,
20371.0,South African Journal of Art History,2024.0,SOUTH AFR J ART HIST,ART HISTORICAL WORK GROUP SOUTH AFRICA-AHWG,0258-3542,0258-3542,27.0,10.0,10.0,,19.8,0.1,0.1,0.1,0.08,,,south african journal of art history,South Afr. J. Art Hist.,,,,,
20371.0,Suicidology,2024.0,SUICIDOLOGY,TYUMEN STATE MEDICAL ACAD,2224-1264,2224-1264,42.0,26.0,26.0,,7.6,0.1,0.1,0.1,0.08,Q4,214/221,suicidology,Suicidology,,,,,
20371.0,Trabajo Social Global-Global Social Work,2024.0,TRAB SOC GLOB,"UNIV GRANADA, DEPT TRABAJO",2013-6757,2013-6757,58.0,0.0,0.0,,,0.1,0.5,0.1,0.08,Q4,92/94,trabajo social global global social work,Trab. Soc. Glob.,,,,,
20371.0,Vestnik Tomskogo Gosudarstvennogo Universiteta-Filosofiya-Sotsiologiya-Politologiya-Tomsk State University Journal of Philosophy Sociology and Political Science,2024.0,VESTN TOMSK U-FILOS,TOMSK STATE UNIV,1998-863X,2311-2395,114.0,121.0,121.0,3.9,11.8,0.1,0.1,0.1,0.08,Q4,244/271,vestnik tomskogo gosudarstvennogo universiteta filosofiya sotsiologiya politologiya tomsk state university journal of philosophy sociology and political science,Vestn. Tomsk U.-Filos.,,,,,
20371.0,Altre Modernita-Rivista di Studi Letterari e Culturali,2024.0,ALTRE MOD-RIV STUD L,Milano University Press,2035-7680,2035-7680,75.0,94.0,94.0,,13.2,0.1,,0.1,0.07,Q4,59/64,altre modernita rivista di studi letterari e culturali,Altre Mod.-Riv. Stud. L.,,,,,
20371.0,Ankara Avrupa Calismalari Dergisi-Ankara Review of European Studies,2024.0,ANK AVRUPA CALISMALA,ANKARA UNIV EUROPEAN UNION RESEARCH CENTRE,1303-2518,1303-2518,27.0,15.0,15.0,,9.9,0.1,0.1,0.1,0.07,Q4,162/182,ankara avrupa calismalari dergisi ankara review of european studies,Ank. Avrupa Calismala.,,,,,
20371.0,Archiv fur Rechts- und Sozialphilosophie,2024.0,ARCH RECHTS- SOZIALP,FRANZ STEINER VERLAG GMBH,0001-2343,2363-5614,87.0,21.0,22.0,,16.7,0.1,,,0.07,,,archiv fur rechts und sozialphilosophie,Arch. Rechts- Sozialp.,0.117,Q3,6.0,Philosophy (Q3); Law (Q4),Arts and Humanities; Social Sciences
20371.0,ArtCultura-Revista de Historia Cultura e Arte,2024.0,ARTCULTURA,UNIV FEDERAL UBERLANDIA,1516-8603,2178-3845,41.0,16.0,17.0,,25.7,0.1,0.1,0.1,0.07,,,artcultura revista de historia cultura e arte,Artcultura,,,,,
20371.0,BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS,2024.0,B AM SOC PAPYROLOGIS,PEETERS,0003-1186,1938-6958,136.0,0.0,0.0,19.0,,0.1,0.1,0.1,0.07,,,bulletin of the american society of papyrologists,B. Am. Soc. Papyrologis.,0.258,Q1,11.0,History (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2),Arts and Humanities; Social Sciences
20371.0,Cahiers des Ameriques Latines,2024.0,CAH AM LAT,INST HAUTES ETUDES AMERIQUE LATINE,1141-7161,2268-4247,73.0,11.0,11.0,,14.1,0.1,0.2,0.1,0.07,Q4,162/182,cahiers des ameriques latines,Cah. Am. Lat.,0.146,Q2,6.0,Cultural Studies (Q2); Urban Studies (Q3); Demography (Q4); Sociology and Political Science (Q4),Social Sciences
20371.0,Custos e Agronegocio On Line,2024.0,CUST AGRONEGOCIO,"UNIV FED RURAL PERNAMBUCO, DEPT ADMINISTRACAO",1808-2882,1808-2882,196.0,12.0,12.0,5.7,9.7,0.1,0.2,0.1,0.07,Q4,42/43,custos e agronegocio on line,Cust. Agronegocio,,,,,
20371.0,Derecho Penal y Criminologia,2024.0,DERECHO PENAL CRIMIN,UNIV EXTERNADO COLOMBIA,0121-0483,2346-2108,23.0,18.0,19.0,,17.1,0.1,0.1,0.1,0.07,Q4,363/434,derecho penal y criminologia,Derecho Penal Crimin.,,,,,
20371.0,Dialogo das Letras,2024.0,DIALOGO LET,UNIV ESTADO RIO GRANDE NORTE,2316-1795,2316-1795,15.0,34.0,34.0,,10.9,0.1,,,0.07,,,dialogo das letras,Dialogo Let.,,,,,
20371.0,Diritti Umani e Diritto Internazionale,2024.0,DIRITTI UMANI DIRITT,SOC ED IL MULINO,1971-7105,1972-5485,61.0,36.0,36.0,,10.2,0.1,0.2,,0.07,Q4,363/434,diritti umani e diritto internazionale,Diritti Umani Diritt.,,,,,
20371.0,ENT Updates,2024.0,ENT UPDATES,UK Scientific Publishing Ltd,2149-7109,2149-6498,67.0,17.0,21.0,,10.9,0.1,0.2,0.1,0.07,Q4,64/67,ent updates,Ent Updates,,,,,
20371.0,Esercizi Filosofici,2024.0,ESER FILOS,"UNIV STUDI TRIESTE, DIPT FILOSOFIA",1970-0164,1970-0164,10.0,0.0,0.0,,,0.1,,0.1,0.07,,,esercizi filosofici,Eser. Filos.,,,,,
20371.0,Etic net-Revista Cientifica Electronica de Educacion y Comunicacion en la Sociedad del Conocimiento,2024.0,ETIC NET,UNIV GRANADA,1695-324X,1695-324X,127.0,25.0,27.0,4.5,7.1,0.1,1.1,0.1,0.07,Q4,700/756,etic net revista cientifica electronica de educacion y comunicacion en la sociedad del conocimiento,Etic Net,,,,,
20371.0,Genre Sexualite & Societe,2024.0,GENRE SEX SOC,"ECOLE HAUTES ETUDES & SCIENCES SOC-EHESS, COLL FRANCE",2104-3736,2104-3736,37.0,23.0,23.0,,11.5,0.1,0.1,0.1,0.07,Q4,66/70,genre sexualite and societe,Genre Sex. Soc.,,,,,
20371.0,George Eliot-George Henry Lewes Studies,2024.0,GEORGE ELIOT,PENN STATE UNIV PRESS,2372-1901,2372-191X,27.0,4.0,4.0,,,0.1,0.2,0.1,0.07,,,george eliot george henry lewes studies,George Eliot,0.124,Q2,2.0,Literature and Literary Theory (Q2),Arts and Humanities
20371.0,Guncel Pediatri-Journal of Current Pediatrics,2024.0,GUNCEL PEDIATRI,GALENOS PUBL HOUSE,1304-9054,1308-6308,105.0,23.0,24.0,7.4,7.3,0.1,0.2,0.1,0.07,Q4,181/191,guncel pediatri journal of current pediatrics,Guncel Pediatri,,,,,
20371.0,Hermeneia,2024.0,HERMENEIA,"UNIV ALEXANDRU IOAN CUZA IASI, FAC FILOSOFIE STIINTE SOCIAL-POLITICE",1453-9047,2069-8291,50.0,14.0,14.0,,18.3,0.1,0.1,0.1,0.07,,,hermeneia,Hermeneia,,,,,
20371.0,Hispanic Research Journal-Iberian and Latin American Studies,2024.0,HISP RES J,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1468-2737,1745-820X,88.0,15.0,15.0,,22.6,0.1,0.2,0.1,0.07,,,hispanic research journal iberian and latin american studies,Hisp. Res. J.,,,,,
20371.0,International Journal of Human Rights and Constitutional Studies,2024.0,INT J HUM RIGHTS CON,INDERSCIENCE ENTERPRISES LTD,2050-103X,2050-1048,22.0,29.0,29.0,,10.1,0.1,0.1,0.1,0.07,Q4,363/434,international journal of human rights and constitutional studies,Int. J. Hum. Rights Con.,,,,,
20371.0,Journal of Dermatology & Dermatologic Surgery-JDDS,2024.0,J DERMATOL DERMATOL,WOLTERS KLUWER MEDKNOW PUBLICATIONS,2352-2410,2352-2429,152.0,21.0,23.0,7.5,8.0,0.1,0.3,0.1,0.07,Q4,94/96,journal of dermatology and dermatologic surgery jdds,J. Dermatol. Dermatol.,,,,,
