JCR_Position,Name,JCR Year,Abbr Name,Publisher,ISSN,EISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF,JIF5Years,JIF_NoSelfCite,JCI,Area,Rank,Normalized Journal,Journal_Abbreviation,SJR_Score,SJR_Quartile,H_Index,SJR_Categories,SJR_Areas,JIF_2024,Quartile_2024,WoS_Index,WoS_Categories,SJR_Year,SJR_Score_2023,SJR_Quartile_2023
,"Biochimica et Biophysica Acta, Lipids and Lipid Metabolism",,,,,,,,,,,,,,,,,biochimica et biophysica acta lipids and lipid metabolism,"Biochim. Biophys. Acta, Lipids Lipid Metab.",,,,,,,,,,,,
,"Biochimica et Biophysica Acta, Mucoproteins and Mucopolysaccharides",,,,,,,,,,,,,,,,,biochimica et biophysica acta mucoproteins and mucopolysaccharides,"Biochim. Biophys. Acta, Mucroproteins Mucopolysaccharides",,,,,,,,,,,,
,"Biochimica et Biophysica Acta, Nucleic Acids and Protein Synthesis",,,,,,,,,,,,,,,,,biochimica et biophysica acta nucleic acids and protein synthesis,"Biochim. Biophys. Acta, Nucleic Acids Protein Synth.",,,,,,,,,,,,
,"Biochimica et Biophysica Acta, Protein Structure",,,,,,,,,,,,,,,,,biochimica et biophysica acta protein structure,"Biochim. Biophys. Acta, Protein Struct.",,,,,,,,,,,,
,"Biochimica et Biophysica Acta, Protein Structure and Molecular Enzymology",,,,,,,,,,,,,,,,,biochimica et biophysica acta protein structure and molecular enzymology,"Biochim. Biophys. Acta, Protein Struct. Mol. Enzymol.",,,,,,,,,,,,
,"Biochimica et Biophysica Acta, Reviews on Bioenergetics",,,,,,,,,,,,,,,,,biochimica et biophysica acta reviews on bioenergetics,"Biochim. Biophys. Acta, Rev. Bioenerg.",,,,,,,,,,,,
,"Biochimica et Biophysica Acta, Reviews on Biomembranes",,,,,,,,,,,,,,,,,biochimica et biophysica acta reviews on biomembranes,"Biochim. Biophys. Acta, Rev. Biomembr.",,,,,,,,,,,,
,Biochimica et Biophysica Acta (BBA) - Specialized Section on Biophysical Subjects,,,,,,,,,,,,,,,,,biochimica et biophysica acta bba specialized section on biophysical subjects,"Biochim. Biophys. Acta, Spec. Sect. Biophys. Subj.",,,,,,,,,,,,
,Biochimica et Biophysica Acta (BBA) - Specialized Section on Enzymological Subjects,,,,,,,,,,,,,,,,,biochimica et biophysica acta bba specialized section on enzymological subjects,"Biochim. Biophys. Acta, Spec. Sect. Enzymol. Subj.",,,,,,,,,,,,
,Biochimica et Biophysica Acta (BBA) - Specialized Section on Lipids and Related Subjects,,,,,,,,,,,,,,,,,biochimica et biophysica acta bba specialized section on lipids and related subjects,"Biochim. Biophys. Acta, Spec. Sect. Lipids Relat. Subj.",,,,,,,,,,,,
,Biochimica et Biophysica Acta (BBA) - Specialized Section on Mucoproteins and Mucopolysaccharides,,,,,,,,,,,,,,,,,biochimica et biophysica acta bba specialized section on mucoproteins and mucopolysaccharides,"Biochim. Biophys. Acta, Spec. Sect. Mucoproteins Mucopolysaccharides",,,,,,,,,,,,
,Biochimica et Biophysica Acta (BBA) - Specialized Section on Nucleic Acids and Related Subjects,,,,,,,,,,,,,,,,,biochimica et biophysica acta bba specialized section on nucleic acids and related subjects,"Biochim. Biophys. Acta, Spec. Sect. Nucleic Acids Relat. Subj.",,,,,,,,,,,,
,Biochimie Open,,,,,,,,,,,,,,,,,biochimie open,Biochim. Open,,,,,,,,,,,,
,Biodiversity Information Science and Standards,,,,,,,,,,,,,,,,,biodiversity information science and standards,Biodivers. Inf. Sci. Stand.,,,,,,,,,,,,
,Biodiversity Science,,,,1005-0094,,,,,,,,,,,,,biodiversity science,Biodivers. Sci.,0.488,Q2,31.0,"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Nature and Landscape Conservation (Q2)",Agricultural and Biological Sciences; Environmental Science,,,,,2025.0,0.346,Q3
,Bioelectrochemistry and Bioenergetics,,,,,,,,,,,,,,,,,bioelectrochemistry and bioenergetics,Bioelectrochem. Bioenerg.,,,,,,,,,,,,
,Bioelectronic Medicine,2025.0,,,2332-8886,2332-8886,703.0,,,,,6.8,,,,Q1,,bioelectronic medicine,Bioelectron. Med.,1.147,Q1,31.0,Biomedical Engineering (Q1); Computer Science Applications (Q1); Medicine (miscellaneous) (Q1),Computer Science; Engineering; Medicine,,,ESCI,"ENGINEERING, BIOMEDICAL; NEUROSCIENCES",2025.0,,
,Bioelectronics in Medicine,,,,,,,,,,,,,,,,,bioelectronics in medicine,Bioelectron. Med.,,,,,,,,,,,,
,Bioengineering Today,,,,,,,,,,,,,,,,,bioengineering today,Bioeng. Today,,,,,,,,,,,,
,Biofuel Research Journal,,,,2292-8782,,,,,,,,,,,,,biofuel research journal,Biofuel Res. J.,1.485,Q1,54.0,"Biotechnology (Q1); Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Environmental Engineering (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1); Waste Management and Disposal (Q1)","Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Energy; Environmental Science",,,,,2025.0,2.508,Q1
,"Biofuels, Bioproducts and Biorefining",,,,1932-104X,,,,,,,,,,,,,biofuels bioproducts and biorefining,"Biofuels, Bioprod. Biorefin.",0.654,Q2,114.0,"Renewable Energy, Sustainability and the Environment (Q2); Bioengineering (Q3)",Chemical Engineering; Energy,,,,,2025.0,0.748,Q2
,Biogenic Amines,,,,,,,,,,,,,,,,,biogenic amines,Biog. Amines,,,,,,,,,,,,
,Biogeosciences Discussions,,,,,,,,,,,,,,,,,biogeosciences discussions,Biogeosci. Discuss.,,,,,,,,,,,,
,Bioinorganic Chemistry,,,,,,,,,,,,,,,,,bioinorganic chemistry,Bioinorg. Chem.,,,,,,,,,,,,
,Biointerface Research in Applied Chemistry,,,,2069-5837,,,,,,,,,,,,,biointerface research in applied chemistry,Biointerface Res. Appl. Chem.,0.363,Q3,48.0,Biochemistry (Q3); Biotechnology (Q3); Molecular Biology (Q4); Molecular Medicine (Q4),"Biochemistry, Genetics and Molecular Biology",,,,,2025.0,0.384,Q3
,Biology of Blood and Marrow Transplantation,,,,,,,,,,,,,,,,,biology of blood and marrow transplantation,Biol. Blood Marrow Transplant.,,,,,,,,,,,,
,Biology Bulletin Reviews,,,,,,,,,,,,,,,,,biology bulletin reviews,Biol. Bull. Rev.,,,,,,,,,,,,
,Biological Chemistry Hoppe-Seyler,,,,,,,,,,,,,,,,,biological chemistry hoppe seyler,Biol. Chem. Hoppe-Seyler,,,,,,,,,,,,
,Biological Engineering,,,,,,,,,,,,,,,,,biological engineering,Biol. Eng.,,,,,,,,,,,,
,Biology and Environment: Proceedings of the Royal Irish Academy,2025.0,,,0791-7945,2009-003X,304.0,,,,,0.5,,,,Q4,,biology and environment proceedings of the royal irish academy,Biol. Environ.: Proc. R. Ir. Acad.,0.235,Q3,32.0,Agricultural and Biological Sciences (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3),Agricultural and Biological Sciences; Environmental Science,,,SCIE,ENVIRONMENTAL SCIENCES,2025.0,,
,Biological Imaging,,,,,,,,,,,,,,,,,biological imaging,Biol. Imaging,,,,,,,,,,,,
,Biologically Inspired Cognitive Architectures,,,,,,,,,,,,,,,,,biologically inspired cognitive architectures,Biol. Inspired Cognit. Archit.,,,,,,,,,,,,
,Biological Mass Spectrometry,,,,,,,,,,,,,,,,,biological mass spectrometry,Biol. Mass. Spectrom.,,,,,,,,,,,,
,"Biological and Medical Physics, Biomedical Engineering",,,,,,,,,,,,,,,,,biological and medical physics biomedical engineering,Biol. Med. Phys. Biomed. Eng.,,,,,,,,,,,,
,Biological Membranes,,,,,,,,,,,,,,,,,biological membranes,Biol. Membr.,,,,,,,,,,,,
,Biological Oceanography,,,,,,,,,,,,,,,,,biological oceanography,Biol. Oceanogr.,,,,,,,,,,,,
,Biologia Plantarum,2025.0,,,0006-3134,1573-8264,3460.0,,,,,0.9,,,,Q4,,biologia plantarum,Biol. Plant.,0.248,Q3,101.0,Horticulture (Q3); Plant Science (Q3),Agricultural and Biological Sciences,,,SCIE,PLANT SCIENCES,2025.0,0.308,Q2
,Biological Rhythm Research,2025.0,,,0929-1016,1744-4179,1453.0,,,,,1.0,,,,Q3,,biological rhythm research,Biol. Rhythm Res.,0.268,Q3,44.0,"Ecology, Evolution, Behavior and Systematics (Q3); Physiology (medical) (Q3); Physiology (Q4)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine",,,SCIE,BIOLOGY; PHYSIOLOGY,2025.0,0.312,Q3
,Biological Systems: Open Access,,,,,,,,,,,,,,,,,biological systems open access,Biol. Syst. Open Access,,,,,,,,,,,,
,Biologie in unserer Zeit,,,,0045-205X,,,,,,,,,,,,,biologie in unserer zeit,Biol. unserer Zeit,0.159,Q4,12.0,Agricultural and Biological Sciences (miscellaneous) (Q4),Agricultural and Biological Sciences,,,,,2025.0,0.116,Q4
,Biological Wastes,,,,,,,,,,,,,,,,,biological wastes,Biol. Wastes,,,,,,,,,,,,
,Biometric Technology Today,,,,,,,,,,,,,,,,,biometric technology today,Biom. Technol. Today,0.182,Q4,14.0,Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4),Computer Science; Engineering,,,,,2023.0,0.182,Q4
,Biometrische Zeitschrift,,,,,,,,,,,,,,,,,biometrische zeitschrift,Biom. Z.,,,,,,,,,,,,
,Biomanufacturing Reviews,,,,,,,,,,,,,,,,,biomanufacturing reviews,Biomanuf. Rev.,,,,,,,,,,,,
,Biomarkers and Genomic Medicine,,,,,,,,,,,,,,,,,biomarkers and genomic medicine,Biomarkers Genomic Med.,,,,,,,,,,,,
,Biomaterials Artificial Cells and Artificial Organs,,,,,,,,,,,,,,,,,biomaterials artificial cells and artificial organs,Biomater. Artif. Cells Artif. Organs,,,,,,,,,,,,
,Biomaterials and Biosystems,,,,2666-5344,,,,,,,,,,,,,biomaterials and biosystems,Biomater. Biosyst.,1.159,Q1,18.0,Biochemistry (Q1); Biomaterials (Q1); Biomedical Engineering (Q1); Biotechnology (Q1),"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science",,,,,2025.0,0.612,Q2
,Biomaterial Investigations in Dentistry,,,,2641-5275,,,,,,,,,,,,,biomaterial investigations in dentistry,Biomater. Invest. Dent.,0.591,Q2,19.0,Dentistry (miscellaneous) (Q2); Biomaterials (Q3),Dentistry; Materials Science,,,,,2025.0,,
,Biomaterials Medical Devices and Artificial Organs,,,,,,,,,,,,,,,,,biomaterials medical devices and artificial organs,Biomater. Med. Devices Artif. Organs,,,,,,,,,,,,
,Biomedica Biochimica Acta,,,,,,,,,,,,,,,,,biomedica biochimica acta,Biomed. Biochim. Acta,,,,,,,,,,,,
,Biomedical Engineering Advances,,,,,,,,,,,,,,,,,biomedical engineering advances,Biomed. Eng. Adv.,,,,,,,,,,,,
,Biomedical Engineering Education,,,,,,,,,,,,,,,,,biomedical engineering education,Biomed. Eng. Educ.,,,,,,,,,,,,
,Biomedicine Hub,,,,,,,,,,,,,,,,,biomedicine hub,Biomed. Hub,,,,,,,,,,,,
,Biomedical Imaging and Intervention Journal,,,,,,,,,,,,,,,,,biomedical imaging and intervention journal,Biomed. Imaging Intervention J.,,,,,,,,,,,,
,Biomedical Informatics Insights,,,,,,,,,,,,,,,,,biomedical informatics insights,Biomed. Inf. Insights,,,,,,,,,,,,
,Biomedical Materials & Devices,,,,2731-4820,,,,,,,,,,,,,biomedical materials and devices,Biomed. Mater. Devices,0.76,Q1,20.0,Engineering (miscellaneous) (Q1); Biomaterials (Q2); Biomedical Engineering (Q2); Chemistry (miscellaneous) (Q2),Chemistry; Engineering; Materials Science,,,,,2025.0,,
,Biomedical Research on Trace Elements,,,,,,,,,,,,,,,,,biomedical research on trace elements,Biomed. Res. Trace Ele.,,,,,,,,,,,,
,Biomedical Sciences Instrumentation,,,,0067-8856,,,,,,,,,,,,,biomedical sciences instrumentation,Biomed. Sci. Instrum.,0.101,Q4,39.0,Biophysics (Q4); Medical Laboratory Technology (Q4),"Biochemistry, Genetics and Molecular Biology; Health Professions",,,,,2025.0,0.12,Q4
,Biomedizinische Technik,,,,1862-278X,,,,,,,,,,,,,biomedizinische technik,Biomed. Tech.,0.334,Q3,51.0,Biomedical Engineering (Q3); Medicine (miscellaneous) (Q3),Engineering; Medicine,,,,,2025.0,0.353,Q3
,Biomedical Technology,2025.0,,,2949-723X,2949-723X,1023.0,,,,,16.4,,,,Q1,,biomedical technology,Biomed. Technol.,2.479,Q1,22.0,Biomedical Engineering (Q1); Medicine (miscellaneous) (Q1),Engineering; Medicine,,,ESCI,"ENGINEERING, BIOMEDICAL; MATERIALS SCIENCE, BIOMATERIALS",2025.0,,-
,Biomolecular Detection and Quantification,,,,,,,,,,,,,,,,,biomolecular detection and quantification,Biomol. Detect. Quantif.,,,,,,,,,,,,
,Biomolecular Engineering,,,,,,,,,,,,,,,,,biomolecular engineering,Biomol. Eng,,,,,,,,,,,,
,Bioorganic Chemistry and Applications,,,,,,,,,,,,,,,,,bioorganic chemistry and applications,Bioorg. Chem. Appl.,,,,,,,,,,,,
,Bioorganicheskaya Khimiya (Russian Journal of Bioorganic Chemistry),,,,,,,,,,,,,,,,,bioorganicheskaya khimiya russian journal of bioorganic chemistry,Bioorg. Khim,,,,,,,,,,,,
,Biophysical Economics and Sustainability,,,,,,,,,,,,,,,,,biophysical economics and sustainability,Biophys. Econ. Sustainability,,,,,,,,,,,,
,Biophysical Reviews and Letters,,,,,,,,,,,,,,,,,biophysical reviews and letters,Biophys. Rev. Lett.,,,,,,,,,,,,
,Bioprocess International,,,,,,,,,,,,,,,,,bioprocess international,Bioprocess Int.,,,,,,,,,,,,
,Bioprocess Engineering,,,,,,,,,,,,,,,,,bioprocess engineering,Bioprocess. Eng.,,,,,,,,,,,,
,Bioprocessing Journal,,,,,,,,,,,,,,,,,bioprocessing journal,Bioprocess. J.,,,,,,,,,,,,
,Bioresearch Open Access,,,,,,,,,,,,,,,,,bioresearch open access,Biores. Open Access,0.757,Q2,36.0,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2)","Biochemistry, Genetics and Molecular Biology",,,,,2023.0,0.757,Q2
,"Biosciences, Biotechnology Research Asia",,,,,,,,,,,,,,,,,biosciences biotechnology research asia,Biosci. Biotechnol. Res. Asia,,,,,,,,,,,,
,Bioscience Horizons,,,,,,,,,,,,,,,,,bioscience horizons,Biosci. Horiz.,,,,,,,,,,,,
,Biosensors and Bioelectronics: X,,,,2590-1370,,,,,,,,,,,,,biosensors and bioelectronics x,Biosens. Bioelectron.: X,0.805,Q2,37.0,Biomedical Engineering (Q2); Biophysics (Q2); Biotechnology (Q2); Electrochemistry (Q2),"Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering",,,,,2025.0,0.668,Q2
,Biostatistics & Epidemiology,,,,2470-9379,,,,,,,,,,,,,biostatistics and epidemiology,Biostat. Epidemiol.,0.183,Q4,9.0,Epidemiology (Q4); Health Informatics (Q4),Medicine,,,,,2025.0,0.265,Q4
,Biotechnology for Biofuels,,,,,,,,,,,,,,,,,biotechnology for biofuels,Biotechnol. Biofuels,1.113,Q1,129.0,"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Management, Monitoring, Policy and Law (Q1); Energy (miscellaneous) (Q2); Renewable Energy, Sustainability and the Environment (Q2)","Biochemistry, Genetics and Molecular Biology; Energy; Environmental Science; Immunology and Microbiology",,,,,2023.0,1.113,Q1
,Biotechnology and Development Monitor,,,,,,,,,,,,,,,,,biotechnology and development monitor,Biotechnol. Dev. Monit.,,,,,,,,,,,,
,Biotechnology Notes,,,,2665-9069,,,,,,,,,,,,,biotechnology notes,Biotechnol. Notes,0.838,Q2,13.0,Bioengineering (Q2); Biomedical Engineering (Q2); Biotechnology (Q2),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering",,,,,2025.0,0.272,Q3
,Biotechnology Reports,,,,2215-017X,,,,,,,,,,,,,biotechnology reports,"Biotechnol. Rep,",1.131,Q1,84.0,Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",,,,,2025.0,1.098,Q1
,Biotechnology Research and Innovation,,,,,,,,,,,,,,,,,biotechnology research and innovation,Biotechnol. Res. Innovation,,,,,,,,,,,,
,Biotechnology Research International,,,,,,,,,,,,,,,,,biotechnology research international,Biotechnol. Res. Int.,,,,,,,,,,,,
,Biotechnology Techniques,,,,,,,,,,,,,,,,,biotechnology techniques,Biotechnol. Tech.,,,,,,,,,,,,
,Bird Study,2025.0,,,0006-3657,1944-6705,1851.0,,,,,1.3,,,,Q2,,bird study,Bird Study,0.389,Q2,60.0,"Nature and Landscape Conservation (Q2); Ecology, Evolution, Behavior and Systematics (Q3)",Agricultural and Biological Sciences; Environmental Science,,,SCIE,ORNITHOLOGY,2025.0,0.342,Q3
,BMC Biochemistry,,,,,,,,,,,,,,,,,bmc biochemistry,BMC Biochem.,,,,,,,,,,,,
,BMC Biomedical Engineering,,,,,,,,,,,,,,,,,bmc biomedical engineering,BMC Biomed. Eng.,,,,,,,,,,,,
,BMC Biophysics,,,,,,,,,,,,,,,,,bmc biophysics,BMC Biophys.,0.133,Q4,19.0,Biophysics (Q4),"Biochemistry, Genetics and Molecular Biology",,,,,2023.0,0.133,Q4
,BMC Cell Biology,,,,,,,,,,,,,,,,,bmc cell biology,BMC Cell Biol.,,,,,,,,,,,,
,BMC Chemical Biology,,,,,,,,,,,,,,,,,bmc chemical biology,BMC Chem. Biol,,,,,,,,,,,,
,BMC Chemical Engineering,,,,,,,,,,,,,,,,,bmc chemical engineering,BMC Chem. Eng.,,,,,,,,,,,,
,BMC Clinical Pathology,,,,,,,,,,,,,,,,,bmc clinical pathology,BMC Clin. Pathol.,,,,,,,,,,,,
,BMC Clinical Pharmacology,,,,,,,,,,,,,,,,,bmc clinical pharmacology,BMC Clin. Pharmacol.,,,,,,,,,,,,
,BMC Developmental Biology,,,,,,,,,,,,,,,,,bmc developmental biology,BMC Dev. Biol,0.736,Q3,86.0,Developmental Biology (Q3),"Biochemistry, Genetics and Molecular Biology",,,,,2023.0,0.736,Q3
,BMC Digital Health,2025.0,,,,2731-684X,456.0,,,,,3.2,,,,Q2,,bmc digital health,BMC Digital Health,,,,,,,,ESCI,HEALTH CARE SCIENCES & SERVICES; MEDICAL INFORMATICS,,,
,BMC Ecology,,,,,,,,,,,,,,,,,bmc ecology,BMC Ecol.,,,,,,,,,,,,
,BMC Energy,,,,,,,,,,,,,,,,,bmc energy,BMC Energy,,,,,,,,,,,,
,BMC Evolutionary Biology,,,,,,,,,,,,,,,,,bmc evolutionary biology,BMC Evol. Biol.,,,,,,,,,,,,
,BMC Genetics,,,,,,,,,,,,,,,,,bmc genetics,BMC Genet.,,,,,,,,,,,,
,BMC Materials,,,,,,,,,,,,,,,,,bmc materials,BMC Mater.,,,,,,,,,,,,
,BMC Mechanical Engineering,,,,,,,,,,,,,,,,,bmc mechanical engineering,BMC Mech. Eng.,,,,,,,,,,,,
,BMC Medical Genetics,,,,,,,,,,,,,,,,,bmc medical genetics,BMC Med. Genet.,,,,,,,,,,,,
,BMC Medical Physics,,,,,,,,,,,,,,,,,bmc medical physics,BMC Med. Phys.,,,,,,,,,,,,
,BMC Molecular Biology,,,,,,,,,,,,,,,,,bmc molecular biology,BMC Mol. Biol.,,,,,,,,,,,,
,BMC Pharmacology,,,,,,,,,,,,,,,,,bmc pharmacology,BMC Pharmacol.,,,,,,,,,,,,
,BMC Physiology,,,,,,,,,,,,,,,,,bmc physiology,BMC Physiol.,,,,,,,,,,,,
,BMC Proceedings,,,,1753-6561,,,,,,,,,,,,,bmc proceedings,BMC Proc.,0.519,Q2,29.0,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)","Biochemistry, Genetics and Molecular Biology; Medicine",,,,,2025.0,0.475,Q2
,BMC Structural Biology,,,,,,,,,,,,,,,,,bmc structural biology,BMC Struct. Biol.,,,,,,,,,,,,
,BMC Systems Biology,,,,,,,,,,,,,,,,,bmc systems biology,BMC Syst. Biol.,,,,,,,,,,,,
,BMJ Open Science,,,,2398-8703,,,,,,,,,,,,,bmj open science,BMJ Open Sci.,0.59,Q2,16.0,Medicine (miscellaneous) (Q2),Medicine,,,,,2025.0,1.29,Q1
,BMR Journal of Geology and Geophysics,,,,,,,,,,,,,,,,,bmr journal of geology and geophysics,BMR J. Aust. Geol. Geophys.,,,,,,,,,,,,
,Bodenkunde und PflanzenernÃ¤hrung,,,,,,,,,,,,,,,,,bodenkunde und pflanzenernãhrung,Bodenkd. Pflanzenernahr.,,,,,,,,,,,,
,Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,2025.0,,,0717-7917,0717-7917,568.0,,,,,0.8,,,,Q4,,boletin latinoamericano y del caribe de plantas medicinales y aromaticas,Bol. Latinoam. Caribe Plant. Med. Aromat.,0.223,Q3,28.0,Complementary and Alternative Medicine (Q3); Drug Discovery (Q4); Pharmacology (Q4); Plant Science (Q4),"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics",,,SCIE,INTEGRATIVE & COMPLEMENTARY MEDICINE; PHARMACOLOGY & PHARMACY,2025.0,0.193,Q3
,Boletin de la Sociedad Argentina de Botanica,2025.0,,,1851-2372,1851-2372,587.0,,,,,0.6,,,,Q4,,boletin de la sociedad argentina de botanica,Bol. Soc. Argent. Bot.,0.254,Q3,21.0,"Ecology, Evolution, Behavior and Systematics (Q3); Plant Science (Q3)",Agricultural and Biological Sciences,,,SCIE,PLANT SCIENCES,2025.0,0.21,Q4
,Boletin de la Sociedad Chilena de Quimica,,,,,,,,,,,,,,,,,boletin de la sociedad chilena de quimica,Bol. Soc. Chil. Quim.,,,,,,,,,,,,
,Boletin De La Sociedad Matematica Mexicana,2025.0,,,1405-213X,2296-4495,654.0,,,,,0.9,,,,Q2,,boletin de la sociedad matematica mexicana,Bol. Soc. Mat. Mex.,0.454,Q2,23.0,Mathematics (miscellaneous) (Q2),Mathematics,,,ESCI,MATHEMATICS,2025.0,0.399,Q2
,Boletim Tecnico da Producao de Petroleo,,,,,,,,,,,,,,,,,boletim tecnico da producao de petroleo,Bol. Tec. Prod. Pet.,,,,,,,,,,,,
,Bollettino dei Chimici Igienisti,,,,,,,,,,,,,,,,,bollettino dei chimici igienisti,Boll. Chim. Ig.,,,,,,,,,,,,
,Bollettino - Unione Italiana Chimici Igienisti,,,,,,,,,,,,,,,,,bollettino unione italiana chimici igienisti,Boll. Unione Ital Chim. Ig.,,,,,,,,,,,,
,Bollettino dell'Unione Matematica Italiana,,,,2198-2759,,,,,,,,,,,,,bollettino dellunione matematica italiana,Boll. Unione Mat. Ital.,0.309,Q3,31.0,Mathematics (miscellaneous) (Q3),Mathematics,,,,,2025.0,0.294,Q3
,"Botanical Museum Leaflets, Harvard University",,,,,,,,,,,,,,,,,botanical museum leaflets harvard university,Bot. Mus. Leafl. Harv. Univ.,,,,,,,,,,,,
,Botanica Acta,,,,,,,,,,,,,,,,,botanica acta,Botan. Acta,,,,,,,,,,,,
,British Ceramic Transactions,,,,,,,,,,,,,,,,,british ceramic transactions,Br. Ceram. Trans.,,,,,,,,,,,,
,British Corrosion Journal,,,,,,,,,,,,,,,,,british corrosion journal,Br. Corros. J.,,,,,,,,,,,,
,British Journal of Addiction,,,,,,,,,,,,,,,,,british journal of addiction,Br. J. Addict.,,,,,,,,,,,,
,British Journal of Addiction to Alcohol & Other Drugs,,,,,,,,,,,,,,,,,british journal of addiction to alcohol and other drugs,Br. J. Addict. Alcohol Other Drugs,,,,,,,,,,,,
,British Journal of Animal Behaviour,,,,,,,,,,,,,,,,,british journal of animal behaviour,Br. J. Anim. Behav.,,,,,,,,,,,,
,British Journal of Applied Physics,,,,,,,,,,,,,,,,,british journal of applied physics,Br. J. Appl. Phys.,,,,,,,,,,,,
,British Journal of Medical Practitioners,,,,,,,,,,,,,,,,,british journal of medical practitioners,Br. J. Med. Pract.,0.148,Q4,16.0,Medicine (miscellaneous) (Q4),Medicine,,,,,2023.0,0.148,Q4
,British Polymer Journa,,,,,,,,,,,,,,,,,british polymer journa,Br. Polym. J.,,,,,,,,,,,,
,British Veterinary Journal,,,,,,,,,,,,,,,,,british veterinary journal,Br. Vet. J.,,,,,,,,,,,,
,Brain Cell Biology,,,,,,,,,,,,,,,,,brain cell biology,Brain Cell Biol.,,,,,,,,,,,,
,Brain Multiphysics,,,,2666-5220,,,,,,,,,,,,,brain multiphysics,Brain Multiphys.,0.603,Q2,16.0,Biomedical Engineering (Q2); Neuroscience (miscellaneous) (Q3),Engineering; Neuroscience,,,,,2025.0,0.591,Q2
,Brain and Neuroscience Advances,,,,,,,,,,,,,,,,,brain and neuroscience advances,Brain Neurosci. Adv.,,,,,,,,,,,,
,Brain Plasticity,,,,,,,,,,,,,,,,,brain plasticity,Brain Plast.,,,,,,,,,,,,
,Brain Research Protocols,,,,,,,,,,,,,,,,,brain research protocols,Brain Res. Protoc.,,,,,,,,,,,,
,Brain Research Reviews,,,,,,,,,,,,,,,,,brain research reviews,Brain Res. Rev.,,,,,,,,,,,,
,Brain Science Advances,,,,,,,,,,,,,,,,,brain science advances,Brain Sci. Adv.,,,,,,,,,,,,
,Brazilian Journal of Animal Science,,,,,,,,,,,,,,,,,brazilian journal of animal science,Braz. J. Anim. Sci.,,,,,,,,,,,,
,Brazilian Journal of Aquatic Sciences and Technology,,,,,,,,,,,,,,,,,brazilian journal of aquatic sciences and technology,Braz. J. Aquat. Sci. Technol.,,,,,,,,,,,,
,Brazilian Journal Of Biology,,,,1519-6984,,,,,,,,,,,,,brazilian journal of biology,Braz. J. Biol.,0.375,Q2,68.0,Agricultural and Biological Sciences (miscellaneous) (Q2),Agricultural and Biological Sciences,,,,,2025.0,0.33,Q2
,Brazilian Journal of Chemistry,,,,,,,,,,,,,,,,,brazilian journal of chemistry,Braz. J. Chem.,,,,,,,,,,,,
,Brazilian Journal of Food Technology,,,,1516-7275,,,,,,,,,,,,,brazilian journal of food technology,Braz. J. Food Technol.,0.321,Q3,27.0,Food Science (Q3),Agricultural and Biological Sciences,,,,,2025.0,0.244,Q3
,Brazilian Journal of Geology,2025.0,,,2317-4889,2317-4692,763.0,,,,,1.1,,,,Q4,,brazilian journal of geology,Braz. J. Geol.,0.406,Q2,33.0,Earth and Planetary Sciences (miscellaneous) (Q2),Earth and Planetary Sciences,,,SCIE,"GEOSCIENCES, MULTIDISCIPLINARY",2025.0,0.489,Q2
,Brazilian Journal of Materials Science and Engineering,,,,,,,,,,,,,,,,,brazilian journal of materials science and engineering,Braz. J. Mater. Sci. Eng.,,,,,,,,,,,,
,Brazilian Journal of Oceanography,,,,,,,,,,,,,,,,,brazilian journal of oceanography,Braz. J. Oceanogr.,,,,,,,,,,,,
,Brazilian Journal of Science,,,,,,,,,,,,,,,,,brazilian journal of science,Braz. J. of Sci.,,,,,,,,,,,,
,Brazilian Journal of Science and Technology,,,,,,,,,,,,,,,,,brazilian journal of science and technology,Braz. J. of Sci. Technol.,,,,,,,,,,,,
,Brazilian Journal Of Pharmaceutical Sciences,2025.0,,,1984-8250,2175-9790,2434.0,,,,,0.9,,,,Q4,,brazilian journal of pharmaceutical sciences,Braz. J. Pharm. Sci.,0.283,Q3,57.0,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3)","Pharmacology, Toxicology and Pharmaceutics",,,SCIE,PHARMACOLOGY & PHARMACY,2025.0,0.202,Q3
